BS_IP,BS_MAC,A_WG_IP,A_YW_IP,A_PORT,PW,B_IP
8.149.22.156,643e.8c82.407d,4.111.224.225,3.111.224.225,GE0/6/1.200,pw20040,14.152.160.136
8.149.22.162,688f.84f9.b4f4,4.111.224.225,3.111.224.225,GE0/5/2.200,pw20037,14.152.160.136
8.149.22.134,8038.bc12.84c7,4.111.224.225,3.111.224.225,GE0/6/3.200,pw10043,14.152.160.135
8.149.22.135,8038.bc14.6793,4.111.224.225,3.111.224.225,GE0/5/3.200,pw10038,14.152.160.135
8.149.22.156,643e.8c82.407d,4.111.224.225,3.111.224.225,GE0/6/1.200,pw10040,14.152.160.135
8.149.22.162,688f.84f9.b4f4,4.111.224.225,3.111.224.225,GE0/5/2.200,pw10037,14.152.160.135
8.149.18.140,a4a1.c2c4.c5f7,4.111.225.11,3.111.225.11,GE0/6/3.300,pw20045,14.152.160.154
8.149.18.141,a4a1.c2c4.c5f7,4.111.225.11,3.111.225.11,GE0/6/3.200,pw20044,14.152.160.154
8.149.18.145,a4a1.c233.efab,4.111.225.11,3.111.225.11,GE0/5/3.200,pw20038,14.152.160.154
8.149.18.156,a4a1.c233.9c38,4.111.225.11,3.111.225.11,GE0/5/2.300,pw20037,14.152.160.154
8.149.18.157,a4a1.c233.9c38,4.111.225.11,3.111.225.11,GE0/5/2.200,pw20036,14.152.160.154
8.149.18.160,a4a1.c234.0c05,4.111.225.11,3.111.225.11,GE0/6/2.300,pw20043,14.152.160.154
8.149.18.161,a4a1.c234.0c05,4.111.225.11,3.111.225.11,GE0/6/2.200,pw20042,14.152.160.154
8.149.18.168,a4a1.c236.4cb2,4.111.225.11,3.111.225.11,GE0/6/1.300,pw20041,14.152.160.154
8.149.18.169,a4a1.c236.4cb2,4.111.225.11,3.111.225.11,GE0/6/1.200,pw20040,14.152.160.154
8.149.18.184,a4a1.c2c4.9ce4,4.111.225.11,3.111.225.11,GE0/6/4.300,pw20085,14.152.160.154
8.149.18.185,a4a1.c2c4.9ce4,4.111.225.11,3.111.225.11,GE0/6/4.200,pw20084,14.152.160.154
8.149.18.186,a4a1.c237.413d,4.111.225.11,3.111.225.11,GE0/5/4.300,pw20077,14.152.160.154
8.149.18.187,a4a1.c237.413d,4.111.225.11,3.111.225.11,GE0/5/4.200,pw20076,14.152.160.154
8.149.18.140,a4a1.c2c4.c5f7,4.111.225.11,3.111.225.11,GE0/6/3.300,pw10045,14.152.160.153
8.149.18.141,a4a1.c2c4.c5f7,4.111.225.11,3.111.225.11,GE0/6/3.200,pw10044,14.152.160.153
8.149.18.144,a4a1.c233.efab,4.111.225.11,3.111.225.11,GE0/5/3.300,pw10039,14.152.160.153
8.149.18.145,a4a1.c233.efab,4.111.225.11,3.111.225.11,GE0/5/3.200,pw10038,14.152.160.153
8.149.18.156,a4a1.c233.9c38,4.111.225.11,3.111.225.11,GE0/5/2.300,pw10037,14.152.160.153
8.149.18.157,a4a1.c233.9c38,4.111.225.11,3.111.225.11,GE0/5/2.200,pw10036,14.152.160.153
8.149.18.160,a4a1.c234.0c05,4.111.225.11,3.111.225.11,GE0/6/2.300,pw10043,14.152.160.153
8.149.18.161,a4a1.c234.0c05,4.111.225.11,3.111.225.11,GE0/6/2.200,pw10042,14.152.160.153
8.149.18.168,a4a1.c236.4cb2,4.111.225.11,3.111.225.11,GE0/6/1.300,pw10041,14.152.160.153
8.149.18.169,a4a1.c236.4cb2,4.111.225.11,3.111.225.11,GE0/6/1.200,pw10040,14.152.160.153
8.149.18.184,a4a1.c2c4.9ce4,4.111.225.11,3.111.225.11,GE0/6/4.300,pw10085,14.152.160.153
8.149.18.185,a4a1.c2c4.9ce4,4.111.225.11,3.111.225.11,GE0/6/4.200,pw10084,14.152.160.153
8.149.18.186,a4a1.c237.413d,4.111.225.11,3.111.225.11,GE0/5/4.300,pw10077,14.152.160.153
8.149.18.187,a4a1.c237.413d,4.111.225.11,3.111.225.11,GE0/5/4.200,pw10076,14.152.160.153
8.152.14.177,fcc8.97dc.eab5,4.112.225.99,3.112.225.99,GE0/1/10.200,pw10050,14.152.242.25
8.152.14.177,fcc8.97dc.eab5,4.112.225.99,3.112.225.99,GE0/1/10.200,pw20050,14.152.242.26
8.152.14.136,fcc8.97de.37ad,4.112.224.65,3.112.224.65,GE0/5/1.200,pw10014,14.152.242.25
8.152.14.137,fcc8.97de.29e7,4.112.224.65,3.112.224.65,GE0/6/1.200,pw10026,14.152.242.25
8.152.14.166,fcc8.97df.2a06,4.112.224.65,3.112.224.65,GE0/5/2.200,pw10015,14.152.242.25
8.152.14.167,fcc8.97d0.4013,4.112.224.65,3.112.224.65,GE0/6/2.200,pw10038,14.152.242.25
8.152.14.168,fcc8.97d0.0799,4.112.224.65,3.112.224.65,GE0/5/3.200,pw10039,14.152.242.25
8.152.14.169,fcc8.97d0.5028,4.112.224.65,3.112.224.65,GE0/6/3.200,pw10040,14.152.242.25
8.152.14.136,fcc8.97de.37ad,4.112.224.65,3.112.224.65,GE0/5/1.200,pw20014,14.152.242.26
8.152.14.137,fcc8.97de.29e7,4.112.224.65,3.112.224.65,GE0/6/1.200,pw20026,14.152.242.26
8.152.14.166,fcc8.97df.2a06,4.112.224.65,3.112.224.65,GE0/5/2.200,pw20015,14.152.242.26
8.152.14.167,fcc8.97d0.4013,4.112.224.65,3.112.224.65,GE0/6/2.200,pw20038,14.152.242.26
8.152.14.168,fcc8.97d0.0799,4.112.224.65,3.112.224.65,GE0/5/3.200,pw20039,14.152.242.26
8.152.14.169,fcc8.97d0.5028,4.112.224.65,3.112.224.65,GE0/6/3.200,pw20040,14.152.242.26
8.147.17.137,a4a1.c234.9c7c,4.112.0.243,3.112.0.243,GE0/6/3.200,pw20040,14.152.164.131
8.147.17.138,a4a1.c234.9c7c,4.112.0.243,3.112.0.243,GE0/6/3.300,pw20041,14.152.164.131
8.147.17.141,a4a1.c237.4374,4.112.0.243,3.112.0.243,GE0/6/4.200,pw20044,14.152.164.131
8.147.17.142,a4a1.c237.4374,4.112.0.243,3.112.0.243,GE0/6/4.300,pw20045,14.152.164.131
8.147.17.149,a4a1.c233.d653,4.112.0.243,3.112.0.243,GE0/5/2.200,pw20034,14.152.164.131
8.147.17.150,a4a1.c233.d653,4.112.0.243,3.112.0.243,GE0/5/2.300,pw20035,14.152.164.131
8.147.17.151,a4a1.c234.05bb,4.112.0.243,3.112.0.243,GE0/6/2.200,pw20036,14.152.164.131
8.147.17.152,a4a1.c234.05bb,4.112.0.243,3.112.0.243,GE0/6/2.300,pw20037,14.152.164.131
8.147.17.153,a4a1.c276.ef50,4.112.0.243,3.112.0.243,GE0/5/3.200,pw20038,14.152.164.131
8.147.17.154,a4a1.c276.ef50,4.112.0.243,3.112.0.243,GE0/5/3.300,pw20039,14.152.164.131
8.147.17.177,a4a1.c233.ee70,4.112.0.243,3.112.0.243,GE0/5/4.200,pw20042,14.152.164.131
8.147.17.178,a4a1.c233.ee70,4.112.0.243,3.112.0.243,GE0/5/4.300,pw20043,14.152.164.131
8.147.17.181,a4a1.c233.886c,4.112.0.243,3.112.0.243,GE0/6/5.200,pw20046,14.152.164.131
8.147.17.182,a4a1.c233.886c,4.112.0.243,3.112.0.243,GE0/6/5.300,pw20047,14.152.164.131
8.147.17.191,a4a1.c233.d79c,4.112.0.243,3.112.0.243,GE0/5/1.200,pw20030,14.152.164.131
8.147.17.192,a4a1.c233.d79c,4.112.0.243,3.112.0.243,GE0/5/1.300,pw20031,14.152.164.131
8.147.17.193,a4a1.c233.96e3,4.112.0.243,3.112.0.243,GE0/6/1.200,pw20032,14.152.164.131
8.147.17.194,a4a1.c233.96e3,4.112.0.243,3.112.0.243,GE0/6/1.300,pw20033,14.152.164.131
8.147.17.225,a4a1.c237.0cb8,4.112.0.243,3.112.0.243,GE0/6/6.200,pw20110,14.152.164.131
8.147.17.226,a4a1.c237.0cb8,4.112.0.243,3.112.0.243,GE0/6/6.300,pw20111,14.152.164.131
8.147.17.249,a4a1.c234.054b,4.112.0.243,3.112.0.243,GE0/6/8.200,pw20124,14.152.164.131
8.147.17.250,a4a1.c234.054b,4.112.0.243,3.112.0.243,GE0/6/8.300,pw20125,14.152.164.131
8.147.33.59,a4a1.c234.f7a3,4.112.0.243,3.112.0.243,GE0/6/7.200,pw20188,14.152.164.131
8.147.33.60,a4a1.c234.f7a3,4.112.0.243,3.112.0.243,GE0/6/7.300,pw20189,14.152.164.131
8.147.17.137,a4a1.c234.9c7c,4.112.0.243,3.112.0.243,GE0/6/3.200,pw10040,14.152.164.130
8.147.17.138,a4a1.c234.9c7c,4.112.0.243,3.112.0.243,GE0/6/3.300,pw10041,14.152.164.130
8.147.17.141,a4a1.c237.4374,4.112.0.243,3.112.0.243,GE0/6/4.200,pw10044,14.152.164.130
8.147.17.142,a4a1.c237.4374,4.112.0.243,3.112.0.243,GE0/6/4.300,pw10045,14.152.164.130
8.147.17.149,a4a1.c233.d653,4.112.0.243,3.112.0.243,GE0/5/2.200,pw10034,14.152.164.130
8.147.17.150,a4a1.c233.d653,4.112.0.243,3.112.0.243,GE0/5/2.300,pw10035,14.152.164.130
8.147.17.151,a4a1.c234.05bb,4.112.0.243,3.112.0.243,GE0/6/2.200,pw10036,14.152.164.130
8.147.17.152,a4a1.c234.05bb,4.112.0.243,3.112.0.243,GE0/6/2.300,pw10037,14.152.164.130
8.147.17.153,a4a1.c276.ef50,4.112.0.243,3.112.0.243,GE0/5/3.200,pw10038,14.152.164.130
8.147.17.154,a4a1.c276.ef50,4.112.0.243,3.112.0.243,GE0/5/3.300,pw10039,14.152.164.130
8.147.17.177,a4a1.c233.ee70,4.112.0.243,3.112.0.243,GE0/5/4.200,pw10042,14.152.164.130
8.147.17.178,a4a1.c233.ee70,4.112.0.243,3.112.0.243,GE0/5/4.300,pw10043,14.152.164.130
8.147.17.181,a4a1.c233.886c,4.112.0.243,3.112.0.243,GE0/6/5.200,pw10046,14.152.164.130
8.147.17.182,a4a1.c233.886c,4.112.0.243,3.112.0.243,GE0/6/5.300,pw10047,14.152.164.130
8.147.17.191,a4a1.c233.d79c,4.112.0.243,3.112.0.243,GE0/5/1.200,pw10030,14.152.164.130
8.147.17.192,a4a1.c233.d79c,4.112.0.243,3.112.0.243,GE0/5/1.300,pw10031,14.152.164.130
8.147.17.193,a4a1.c233.96e3,4.112.0.243,3.112.0.243,GE0/6/1.200,pw10032,14.152.164.130
8.147.17.194,a4a1.c233.96e3,4.112.0.243,3.112.0.243,GE0/6/1.300,pw10033,14.152.164.130
8.147.17.225,a4a1.c237.0cb8,4.112.0.243,3.112.0.243,GE0/6/6.200,pw10110,14.152.164.130
8.147.17.226,a4a1.c237.0cb8,4.112.0.243,3.112.0.243,GE0/6/6.300,pw10111,14.152.164.130
8.147.17.249,a4a1.c234.054b,4.112.0.243,3.112.0.243,GE0/6/8.200,pw10124,14.152.164.130
8.147.17.250,a4a1.c234.054b,4.112.0.243,3.112.0.243,GE0/6/8.300,pw10125,14.152.164.130
8.147.33.59,a4a1.c234.f7a3,4.112.0.243,3.112.0.243,GE0/6/7.200,pw10188,14.152.164.130
8.147.33.60,a4a1.c234.f7a3,4.112.0.243,3.112.0.243,GE0/6/7.300,pw10189,14.152.164.130
8.155.20.2,8038.bc12.1fbe,4.112.32.222,3.112.32.222,GE0/5/1.200,pw20000,14.152.168.145
8.155.20.4,8038.bc12.1f3a,4.112.32.222,3.112.32.222,GE0/6/1.200,pw20003,14.152.168.145
8.155.20.13,bc62.0e4f.aba3,4.112.32.222,3.112.32.222,GE0/5/2.200,pw20013,14.152.168.145
8.155.20.2,8038.bc12.1fbe,4.112.32.222,3.112.32.222,GE0/5/1.200,pw10000,14.152.168.144
8.155.20.4,8038.bc12.1f3a,4.112.32.222,3.112.32.222,GE0/6/1.200,pw10003,14.152.168.144
8.155.20.13,bc62.0e4f.aba3,4.112.32.222,3.112.32.222,GE0/5/2.200,pw10013,14.152.168.144
8.152.18.142,688f.84f9.6869,4.112.224.113,3.112.224.113,GE0/5/1.200,pw10012,14.152.242.29
8.152.18.156,fce3.3ca1.8fcd,4.112.224.113,3.112.224.113,GE0/6/1.200,pw10045,14.152.242.29
8.152.18.158,fce3.3ca1.8fc5,4.112.224.113,3.112.224.113,GE0/6/2.200,pw10047,14.152.242.29
8.152.18.159,fce3.3ca1.9535,4.112.224.113,3.112.224.113,GE0/5/3.200,pw10048,14.152.242.29
8.152.18.160,fce3.3ca1.90c1,4.112.224.113,3.112.224.113,GE0/6/3.200,pw10049,14.152.242.29
8.152.18.142,688f.84f9.6869,4.112.224.113,3.112.224.113,GE0/5/1.200,pw20012,14.152.242.30
8.152.18.156,fce3.3ca1.8fcd,4.112.224.113,3.112.224.113,GE0/6/1.200,pw20045,14.152.242.30
8.152.18.158,fce3.3ca1.8fc5,4.112.224.113,3.112.224.113,GE0/6/2.200,pw20047,14.152.242.30
8.152.18.159,fce3.3ca1.9535,4.112.224.113,3.112.224.113,GE0/5/3.200,pw20048,14.152.242.30
8.152.18.160,fce3.3ca1.90c1,4.112.224.113,3.112.224.113,GE0/6/3.200,pw20049,14.152.242.30
8.149.16.30,688f.84f9.b674,4.111.225.90,3.111.225.90,GE0/5/3.200,pw10033,14.152.160.131
8.149.16.31,688f.84f9.b3b8,4.111.225.90,3.111.225.90,GE0/6/1.200,pw10032,14.152.160.131
8.149.16.32,688f.84fb.1ab3,4.111.225.90,3.111.225.90,GE0/6/3.200,pw10034,14.152.160.131
8.149.16.43,88a2.d71e.d5fd,4.111.225.90,3.111.225.90,GE0/5/4.200,pw10056,14.152.160.131
8.149.16.51,c447.3f03.e144,4.111.225.90,3.111.225.90,GE0/5/2.200,pw10064,14.152.160.131
8.149.16.30,688f.84f9.b674,4.111.225.90,3.111.225.90,GE0/5/3.200,pw20033,14.152.160.132
8.149.16.31,688f.84f9.b3b8,4.111.225.90,3.111.225.90,GE0/6/1.200,pw20032,14.152.160.132
8.149.16.32,688f.84fb.1ab3,4.111.225.90,3.111.225.90,GE0/6/3.200,pw20034,14.152.160.132
8.149.16.43,88a2.d71e.d5fd,4.111.225.90,3.111.225.90,GE0/5/4.200,pw20056,14.152.160.132
8.149.16.51,c447.3f03.e144,4.111.225.90,3.111.225.90,GE0/5/2.200,pw20064,14.152.160.132
8.152.13.14,2cab.0062.0fc4,4.112.224.59,3.112.224.59,GE0/5/1.200,pw20014,14.152.242.4
8.152.13.16,2cab.0062.1074,4.112.224.59,3.112.224.59,GE0/5/2.200,pw20016,14.152.242.4
8.152.13.17,e4c2.d1eb.8842,4.112.224.59,3.112.224.59,GE0/6/2.200,pw20017,14.152.242.4
8.152.13.18,e4c2.d1eb.883a,4.112.224.59,3.112.224.59,GE0/5/3.200,pw20018,14.152.242.4
8.152.13.38,e4c2.d1e9.804f,4.112.224.59,3.112.224.59,GE0/6/3.200,pw20019,14.152.242.4
8.152.13.14,2cab.0062.0fc4,4.112.224.59,3.112.224.59,GE0/5/1.200,pw10014,14.152.242.3
8.152.13.16,2cab.0062.1074,4.112.224.59,3.112.224.59,GE0/5/2.200,pw10016,14.152.242.3
8.152.13.17,e4c2.d1eb.8842,4.112.224.59,3.112.224.59,GE0/6/2.200,pw10017,14.152.242.3
8.152.13.18,e4c2.d1eb.883a,4.112.224.59,3.112.224.59,GE0/5/3.200,pw10018,14.152.242.3
8.152.13.38,e4c2.d1e9.804f,4.112.224.59,3.112.224.59,GE0/6/3.200,pw10019,14.152.242.3
8.147.18.164,fce3.3ca1.956d,4.112.1.61,3.112.1.61,GE0/1/9.200,pw20038,14.152.164.151
8.147.18.165,fce3.3ca1.93ed,4.112.1.61,3.112.1.61,GE0/1/6.200,pw20035,14.152.164.151
8.147.18.167,688f.84f9.b5d8,4.112.1.61,3.112.1.61,GE0/1/8.200,pw20037,14.152.164.151
8.147.18.164,fce3.3ca1.956d,4.112.1.61,3.112.1.61,GE0/1/9.200,pw10038,14.152.164.150
8.147.18.165,fce3.3ca1.93ed,4.112.1.61,3.112.1.61,GE0/1/6.200,pw10035,14.152.164.150
8.147.18.167,688f.84f9.b5d8,4.112.1.61,3.112.1.61,GE0/1/8.200,pw10037,14.152.164.150
8.152.15.7,fcc8.97de.1cfd,4.112.224.164,3.112.224.164,GE0/5/1.200,pw10000,14.152.242.9
8.152.15.9,fcc8.97df.23a7,4.112.224.164,3.112.224.164,GE0/6/1.200,pw10008,14.152.242.9
8.152.15.10,fcc8.97d0.33f1,4.112.224.164,3.112.224.164,GE0/5/2.200,pw10007,14.152.242.9
8.152.15.11,fcc8.97df.3551,4.112.224.164,3.112.224.164,GE0/6/2.200,pw10009,14.152.242.9
8.152.15.12,fcc8.97df.1ff8,4.112.224.164,3.112.224.164,GE0/5/3.200,pw10010,14.152.242.9
8.152.15.13,fcc8.97d0.502f,4.112.224.164,3.112.224.164,GE0/6/3.200,pw10011,14.152.242.9
8.152.15.7,fcc8.97de.1cfd,4.112.224.164,3.112.224.164,GE0/5/1.200,pw20000,14.152.242.10
8.152.15.9,fcc8.97df.23a7,4.112.224.164,3.112.224.164,GE0/6/1.200,pw20008,14.152.242.10
8.152.15.10,fcc8.97d0.33f1,4.112.224.164,3.112.224.164,GE0/5/2.200,pw20007,14.152.242.10
8.152.15.11,fcc8.97df.3551,4.112.224.164,3.112.224.164,GE0/6/2.200,pw20009,14.152.242.10
8.152.15.12,fcc8.97df.1ff8,4.112.224.164,3.112.224.164,GE0/5/3.200,pw20010,14.152.242.10
8.152.15.13,fcc8.97d0.502f,4.112.224.164,3.112.224.164,GE0/6/3.200,pw20011,14.152.242.10
8.147.18.168,9c37.f48e.e63c,4.112.1.62,3.112.1.62,GE0/1/6.200,pw20039,14.152.164.151
8.147.18.168,9c37.f48e.e63c,4.112.1.62,3.112.1.62,GE0/1/6.200,pw10039,14.152.164.150
8.152.14.141,fcc8.97dc.9c36,4.112.224.64,3.112.224.64,GE0/5/1.200,pw10000,14.152.242.25
8.152.14.142,fcc8.97de.14d4,4.112.224.64,3.112.224.64,GE0/6/1.200,pw10003,14.152.242.25
8.152.14.143,fcc8.97dc.d472,4.112.224.64,3.112.224.64,GE0/5/2.200,pw10001,14.152.242.25
8.152.14.144,fcc8.97dc.ea03,4.112.224.64,3.112.224.64,GE0/6/2.200,pw10004,14.152.242.25
8.152.14.145,fcc8.97de.c040,4.112.224.64,3.112.224.64,GE0/5/3.200,pw10002,14.152.242.25
8.152.14.153,fcc8.97d0.0766,4.112.224.64,3.112.224.64,GE0/6/3.200,pw10005,14.152.242.25
8.152.14.141,fcc8.97dc.9c36,4.112.224.64,3.112.224.64,GE0/5/1.200,pw20000,14.152.242.26
8.152.14.142,fcc8.97de.14d4,4.112.224.64,3.112.224.64,GE0/6/1.200,pw20003,14.152.242.26
8.152.14.143,fcc8.97dc.d472,4.112.224.64,3.112.224.64,GE0/5/2.200,pw20001,14.152.242.26
8.152.14.144,fcc8.97dc.ea03,4.112.224.64,3.112.224.64,GE0/6/2.200,pw20004,14.152.242.26
8.152.14.145,fcc8.97de.c040,4.112.224.64,3.112.224.64,GE0/5/3.200,pw20002,14.152.242.26
8.152.14.153,fcc8.97d0.0766,4.112.224.64,3.112.224.64,GE0/6/3.200,pw20005,14.152.242.26
8.149.23.130,8038.bc15.1e4b,4.111.224.235,3.111.224.235,GE0/6/1.200,pw10002,14.152.160.139
8.149.23.139,688f.84f9.adb4,4.111.224.235,3.111.224.235,GE0/6/4.200,pw10022,14.152.160.139
8.149.23.143,88a2.d71e.dcbb,4.111.224.235,3.111.224.235,GE0/6/2.200,pw10026,14.152.160.139
8.149.23.144,8038.bc12.8243,4.111.224.235,3.111.224.235,GE0/5/1.200,pw10000,14.152.160.139
8.149.23.130,8038.bc15.1e4b,4.111.224.235,3.111.224.235,GE0/6/1.200,pw20002,14.152.160.140
8.149.23.139,688f.84f9.adb4,4.111.224.235,3.111.224.235,GE0/6/4.200,pw20022,14.152.160.140
8.149.23.143,88a2.d71e.dcbb,4.111.224.235,3.111.224.235,GE0/6/2.200,pw20026,14.152.160.140
8.149.23.144,8038.bc12.8243,4.111.224.235,3.111.224.235,GE0/5/1.200,pw20000,14.152.160.140
8.152.13.142,688f.84f7.00c5,4.112.224.83,3.112.224.83,GE0/5/1.200,pw10003,14.152.242.5
8.152.13.142,688f.84f7.00c5,4.112.224.83,3.112.224.83,GE0/5/1.200,pw20003,14.152.242.6
8.152.17.45,fcc8.97d0.2e1e,4.112.225.92,3.112.225.92,GE0/5/1.200,pw10034,14.152.242.19
8.152.17.46,fcc8.97d0.50e6,4.112.225.92,3.112.225.92,GE0/6/1.200,pw10035,14.152.242.19
8.152.17.47,fcc8.97df.da8e,4.112.225.92,3.112.225.92,GE0/5/2.200,pw10036,14.152.242.19
8.152.17.48,fcc8.97d0.07a8,4.112.225.92,3.112.225.92,GE0/6/2.200,pw10037,14.152.242.19
8.152.17.45,fcc8.97d0.2e1e,4.112.225.92,3.112.225.92,GE0/5/1.200,pw20034,14.152.242.20
8.152.17.46,fcc8.97d0.50e6,4.112.225.92,3.112.225.92,GE0/6/1.200,pw20035,14.152.242.20
8.152.17.47,fcc8.97df.da8e,4.112.225.92,3.112.225.92,GE0/5/2.200,pw20036,14.152.242.20
8.152.17.48,fcc8.97d0.07a8,4.112.225.92,3.112.225.92,GE0/6/2.200,pw20037,14.152.242.20
8.152.17.137,fcc8.97de.c043,4.112.224.92,3.112.224.92,GE0/5/1.200,pw10008,14.152.242.21
8.152.17.138,fcc8.97dc.a0fd,4.112.224.92,3.112.224.92,GE0/6/1.200,pw10011,14.152.242.21
8.152.17.139,fcc8.97de.bf54,4.112.224.92,3.112.224.92,GE0/5/2.200,pw10009,14.152.242.21
8.152.17.140,fcc8.97dc.c558,4.112.224.92,3.112.224.92,GE0/6/2.200,pw10012,14.152.242.21
8.152.17.141,fcc8.97dc.9c37,4.112.224.92,3.112.224.92,GE0/5/3.200,pw10010,14.152.242.21
8.152.17.142,fcc8.97de.c097,4.112.224.92,3.112.224.92,GE0/6/3.200,pw10013,14.152.242.21
8.152.17.137,fcc8.97de.c043,4.112.224.92,3.112.224.92,GE0/5/1.200,pw20008,14.152.242.22
8.152.17.138,fcc8.97dc.a0fd,4.112.224.92,3.112.224.92,GE0/6/1.200,pw20011,14.152.242.22
8.152.17.139,fcc8.97de.bf54,4.112.224.92,3.112.224.92,GE0/5/2.200,pw20009,14.152.242.22
8.152.17.140,fcc8.97dc.c558,4.112.224.92,3.112.224.92,GE0/6/2.200,pw20012,14.152.242.22
8.152.17.141,fcc8.97dc.9c37,4.112.224.92,3.112.224.92,GE0/5/3.200,pw20010,14.152.242.22
8.152.17.142,fcc8.97de.c097,4.112.224.92,3.112.224.92,GE0/6/3.200,pw20013,14.152.242.22
8.152.19.163,e4c2.d1e7.6a7a,4.112.225.66,3.112.225.66,GE0/5/1.200,pw10034,14.152.242.33
8.152.19.165,845b.1254.53d0,4.112.225.66,3.112.225.66,GE0/6/1.200,pw10036,14.152.242.33
8.152.19.163,e4c2.d1e7.6a7a,4.112.225.66,3.112.225.66,GE0/5/1.200,pw20034,14.152.242.34
8.152.19.165,845b.1254.53d0,4.112.225.66,3.112.225.66,GE0/6/1.200,pw20036,14.152.242.34
8.149.26.130,a4a1.c237.2ecf,4.111.225.105,3.111.225.105,GE0/5/2.300,pw20007,14.152.160.182
8.149.26.131,a4a1.c237.2ecf,4.111.225.105,3.111.225.105,GE0/5/2.200,pw20006,14.152.160.182
8.149.26.142,a4a1.c236.6c2b,4.111.225.105,3.111.225.105,GE0/6/3.300,pw20013,14.152.160.182
8.149.26.143,a4a1.c236.6c2b,4.111.225.105,3.111.225.105,GE0/6/3.200,pw20012,14.152.160.182
8.149.21.133,8038.bc14.681f,4.111.225.22,3.111.225.22,GE0/6/2.200,pw10009,14.152.160.171
8.149.21.137,688f.84fb.18af,4.111.225.22,3.111.225.22,GE0/5/3.200,pw10010,14.152.160.171
8.149.21.142,688f.84fb.1a6b,4.111.225.22,3.111.225.22,GE0/5/4.200,pw10014,14.152.160.171
8.149.21.148,c447.3f03.e540,4.111.225.22,3.111.225.22,GE0/6/3.200,pw10020,14.152.160.171
8.149.21.133,8038.bc14.681f,4.111.225.22,3.111.225.22,GE0/6/2.200,pw20009,14.152.160.172
8.149.21.137,688f.84fb.18af,4.111.225.22,3.111.225.22,GE0/5/3.200,pw20010,14.152.160.172
8.149.21.142,688f.84fb.1a6b,4.111.225.22,3.111.225.22,GE0/5/4.200,pw20014,14.152.160.172
8.149.21.148,c447.3f03.e540,4.111.225.22,3.111.225.22,GE0/6/3.200,pw20020,14.152.160.172
8.149.16.38,845b.1275.6d8d,4.111.225.170,3.111.225.170,GE0/6/1.200,pw10047,14.152.160.131
8.149.16.40,d494.e815.bbbe,4.111.225.170,3.111.225.170,GE0/5/1.200,pw10051,14.152.160.131
8.149.16.49,8886.03be.8403,4.111.225.170,3.111.225.170,GE0/5/2.200,pw10062,14.152.160.131
8.149.16.38,845b.1275.6d8d,4.111.225.170,3.111.225.170,GE0/6/1.200,pw20047,14.152.160.132
8.149.16.40,d494.e815.bbbe,4.111.225.170,3.111.225.170,GE0/5/1.200,pw20051,14.152.160.132
8.149.16.49,8886.03be.8403,4.111.225.170,3.111.225.170,GE0/5/2.200,pw20062,14.152.160.132
8.152.13.163,688f.84f9.02b1,4.112.225.24,3.112.225.24,GE0/5/1.200,pw10033,14.152.242.5
8.152.13.164,b415.13f4.ac62,4.112.225.24,3.112.225.24,GE0/6/1.200,pw10034,14.152.242.5
8.152.13.163,688f.84f9.02b1,4.112.225.24,3.112.225.24,GE0/5/1.200,pw20033,14.152.242.6
8.152.13.164,b415.13f4.ac62,4.112.225.24,3.112.225.24,GE0/6/1.200,pw20034,14.152.242.6
8.149.24.130,8038.bc15.0d90,4.111.224.245,3.111.224.245,GE0/5/1.200,pw10007,14.152.160.143
8.149.24.137,9c37.f48e.e0bc,4.111.224.245,3.111.224.245,GE0/6/1.200,pw10008,14.152.160.143
8.149.24.138,688f.84f9.b5b8,4.111.224.245,3.111.224.245,GE0/6/2.200,pw10010,14.152.160.143
8.149.24.139,688f.84f9.b3a8,4.111.224.245,3.111.224.245,GE0/5/3.200,pw10009,14.152.160.143
8.149.24.151,88a2.d71d.37a9,4.111.224.245,3.111.224.245,GE0/6/3.200,pw10023,14.152.160.143
8.149.24.130,8038.bc15.0d90,4.111.224.245,3.111.224.245,GE0/5/1.200,pw20007,14.152.160.144
8.149.24.137,9c37.f48e.e0bc,4.111.224.245,3.111.224.245,GE0/6/1.200,pw20008,14.152.160.144
8.149.24.138,688f.84f9.b5b8,4.111.224.245,3.111.224.245,GE0/6/2.200,pw20010,14.152.160.144
8.149.24.139,688f.84f9.b3a8,4.111.224.245,3.111.224.245,GE0/5/3.200,pw20009,14.152.160.144
8.149.24.151,88a2.d71d.37a9,4.111.224.245,3.111.224.245,GE0/6/3.200,pw20023,14.152.160.144
8.147.21.2,8038.bc14.5fd3,4.112.0.168,3.112.0.168,GE0/6/1.200,pw20005,14.152.164.149
8.147.21.3,8038.bc14.6067,4.112.0.168,3.112.0.168,GE0/5/2.200,pw20004,14.152.164.149
8.147.21.6,8038.bc14.698f,4.112.0.168,3.112.0.168,GE0/5/1.200,pw20003,14.152.164.149
8.147.21.14,9c37.f48e.3df4,4.112.0.168,3.112.0.168,GE0/6/2.200,pw20012,14.152.164.149
8.147.21.27,68a8.2826.a636,4.112.0.168,3.112.0.168,GE0/6/3.200,pw20032,14.152.164.149
8.147.20.153,fce3.3ca1.94cd,4.112.1.128,3.112.1.128,GE0/6/7.200,pw10072,14.152.164.144
8.147.20.155,fce3.3ca1.9385,4.112.1.128,3.112.1.128,GE0/6/6.200,pw10071,14.152.164.144
